Day,Time,Arena,Sex,Treatment,Soc_index,ExperimentalBlock,Strain_ID
3,2,16,Female,RNAi,2,H,25725
3,2,17,Male,Control,2.571428571,H,25725
3,2,18,Female,Control,2.571428571,H,25725
3,2,19,Female,RNAi,2,H,25725
3,2,20,Male,RNAi,0.571428571,H,25725
3,2,21,Female,RNAi,4.571428571,H,25725
3,2,22,Female,Control,3.142857143,H,25725
3,2,23,Male,RNAi,2,H,25725
3,2,24,Male,Control,0.857142857,H,25725
3,2,25,Female,RNAi,1.714285714,H,25725
3,2,26,Male,RNAi,2,H,25725
3,2,27,Male,Control,2,H,25725
3,2,28,Female,Control,1.142857143,H,25725
3,2,29,Male,Control,1.714285714,H,25725
3,2,30,Female,RNAi,0.857142857,H,25725
3,2,31,Male,RNAi,1.714285714,H,25725
3,2,32,Female,Control,0.571428571,H,25725
3,2,33,Female,RNAi,0.857142857,H,25725
3,2,34,Male,Control,1.142857143,H,25725
3,2,35,Female,Control,1.428571429,H,25725
3,2,36,Male,RNAi,4.285714286,H,25725
3,2,37,Female,RNAi,1.714285714,H,25725
3,2,38,Female,Control,3.714285714,H,25725
3,2,39,Male,Control,1.142857143,H,25725
3,2,40,Male,RNAi,1.142857143,H,25725
3,2,41,Female,RNAi,2.285714286,H,25725
3,2,42,Male,RNAi,0.857142857,H,25725
3,2,43,Female,Control,2.571428571,H,25725
3,2,44,Male,Control,1.142857143,H,25725
3,2,45,Male,RNAi,0.857142857,H,25725
3,2,46,Male,Control,2,H,25725
3,2,47,Female,Control,1.714285714,H,25725
3,2,48,Female,RNAi,1.428571429,H,25725
3,3,1,Female,Control,1.428571429,H,25725
3,3,2,Male,Control,0.857142857,H,25725
3,3,3,Female,RNAi,2.571428571,H,25725
3,3,4,Male,RNAi,2,H,25725
3,3,5,Female,RNAi,2,H,25725
3,3,6,Male,RNAi,1.142857143,H,25725
3,3,7,Female,Control,3.428571429,H,25725
3,3,8,Male,Control,1.142857143,H,25725
3,3,9,Male,RNAi,1.142857143,H,25725
3,3,10,Female,Control,2.571428571,H,25725
3,3,11,Male,Control,2,H,25725
3,3,12,Female,RNAi,1.428571429,H,25725
3,3,13,Male,Control,1.428571429,H,25725
3,3,14,Female,Control,3.428571429,H,25725
3,3,15,Male,RNAi,0.571428571,H,25725
3,3,16,Female,RNAi,3.142857143,H,25725
3,3,17,Male,Control,2.571428571,H,25725
3,3,18,Female,Control,2.571428571,H,25725
3,3,19,Female,RNAi,2,H,25725
3,3,20,Male,RNAi,0.571428571,H,25725
3,3,21,Female,RNAi,3.142857143,H,25725
3,3,22,Female,Control,4.571428571,H,25725
3,3,23,Male,RNAi,2,H,25725
3,3,24,Male,Control,1.142857143,H,25725
3,3,25,Female,RNAi,2.571428571,H,25725
3,3,26,Male,RNAi,2,H,25725
3,3,27,Male,Control,0.571428571,H,25725
3,3,28,Female,Control,2.571428571,H,25725
3,3,29,Male,Control,0.857142857,H,25725
3,3,30,Female,RNAi,0.571428571,H,25725
3,3,31,Male,RNAi,2.857142857,H,25725
3,3,32,Female,Control,1.142857143,H,25725
3,3,33,Female,RNAi,0.857142857,H,25725
3,3,34,Male,Control,0.857142857,H,25725
3,3,35,Female,Control,0.571428571,H,25725
3,3,36,Male,RNAi,3.142857143,H,25725
3,3,37,Female,RNAi,2,H,25725
3,3,38,Female,Control,4.285714286,H,25725
3,3,39,Male,Control,1.428571429,H,25725
3,3,40,Male,RNAi,1.714285714,H,25725
3,3,41,Female,RNAi,2.285714286,H,25725
3,3,42,Male,RNAi,0.857142857,H,25725
3,3,43,Female,Control,3.714285714,H,25725
3,3,44,Male,Control,1.142857143,H,25725
3,3,45,Male,RNAi,1.142857143,H,25725
3,3,46,Male,Control,1.142857143,H,25725
3,3,47,Female,Control,3.142857143,H,25725
3,3,48,Female,RNAi,2.285714286,H,25725
3,4,1,Female,Control,1.428571429,H,25725
3,4,2,Male,Control,1.428571429,H,25725
3,4,3,Female,RNAi,2.571428571,H,25725
3,4,4,Male,RNAi,1.714285714,H,25725
3,4,5,Female,RNAi,4.285714286,H,25725
3,4,6,Male,RNAi,1.714285714,H,25725
3,4,7,Female,Control,3.714285714,H,25725
3,4,8,Male,Control,2.857142857,H,25725
3,4,9,Male,RNAi,3.142857143,H,25725
3,4,10,Female,Control,1.428571429,H,25725
3,4,11,Male,Control,1.142857143,H,25725
3,4,12,Female,RNAi,3.714285714,H,25725
3,4,13,Male,Control,2,H,25725
3,4,14,Female,Control,3.142857143,H,25725
3,4,15,Male,RNAi,2,H,25725
3,4,16,Female,RNAi,3.142857143,H,25725
3,4,17,Male,Control,2.571428571,H,25725
3,4,18,Female,Control,2.571428571,H,25725
3,4,19,Female,RNAi,2,H,25725
3,4,20,Male,RNAi,1.714285714,H,25725
3,4,21,Female,RNAi,3.142857143,H,25725
3,4,22,Female,Control,4.571428571,H,25725
3,4,23,Male,RNAi,1.714285714,H,25725
3,4,24,Male,Control,1.142857143,H,25725
3,4,25,Female,RNAi,4.285714286,H,25725
3,4,26,Male,RNAi,2.571428571,H,25725
3,4,27,Male,Control,2.857142857,H,25725
3,4,28,Female,Control,2.571428571,H,25725
3,4,29,Male,Control,1.428571429,H,25725
3,4,30,Female,RNAi,0.857142857,H,25725
3,4,31,Male,RNAi,3.142857143,H,25725
3,4,32,Female,Control,1.714285714,H,25725
3,4,33,Female,RNAi,0.857142857,H,25725
3,4,34,Male,Control,1.428571429,H,25725
3,4,35,Female,Control,1.428571429,H,25725
3,4,36,Male,RNAi,3.142857143,H,25725
3,4,37,Female,RNAi,2,H,25725
3,4,38,Female,Control,3.142857143,H,25725
3,4,39,Male,Control,1.142857143,H,25725
3,4,40,Male,RNAi,2.857142857,H,25725
3,4,41,Female,RNAi,1.142857143,H,25725
3,4,42,Male,RNAi,2,H,25725
3,4,43,Female,Control,2.571428571,H,25725
3,4,44,Male,Control,1.714285714,H,25725
3,4,45,Male,RNAi,0.857142857,H,25725
3,4,46,Male,Control,1.428571429,H,25725
3,4,47,Female,Control,2.571428571,H,25725
3,4,48,Female,RNAi,2,H,25725
3,5,1,Female,Control,1.142857143,H,25725
3,5,2,Male,Control,1.714285714,H,25725
3,5,3,Female,RNAi,1.428571429,H,25725
3,5,4,Male,RNAi,3.142857143,H,25725
3,5,5,Female,RNAi,4.571428571,H,25725
3,5,6,Male,RNAi,1.714285714,H,25725
3,5,7,Female,Control,3.714285714,H,25725
3,5,8,Male,Control,2.571428571,H,25725
3,5,9,Male,RNAi,1.428571429,H,25725
3,5,10,Female,Control,1.142857143,H,25725
3,5,11,Male,Control,0.857142857,H,25725
3,5,12,Female,RNAi,3.142857143,H,25725
3,5,13,Male,Control,1.142857143,H,25725
3,5,14,Female,Control,3.428571429,H,25725
3,5,15,Male,RNAi,1.714285714,H,25725
3,5,16,Female,RNAi,2,H,25725
3,5,17,Male,Control,1.428571429,H,25725
3,5,18,Female,Control,3.428571429,H,25725
3,5,19,Female,RNAi,2,H,25725
3,5,20,Male,RNAi,2,H,25725
3,5,21,Female,RNAi,4.571428571,H,25725
3,5,22,Female,Control,3.142857143,H,25725
3,5,23,Male,RNAi,2,H,25725
3,5,24,Male,Control,4.285714286,H,25725
3,5,25,Female,RNAi,3.142857143,H,25725
3,5,26,Male,RNAi,2.857142857,H,25725
3,5,27,Male,Control,2,H,25725
3,5,28,Female,Control,2,H,25725
3,5,29,Male,Control,1.714285714,H,25725
3,5,30,Female,RNAi,1.428571429,H,25725
3,5,31,Male,RNAi,4.285714286,H,25725
3,5,32,Female,Control,1.714285714,H,25725
3,5,33,Female,RNAi,1.142857143,H,25725
3,5,34,Male,Control,1.428571429,H,25725
3,5,35,Female,Control,1.428571429,H,25725
3,5,36,Male,RNAi,4.285714286,H,25725
3,5,37,Female,RNAi,2,H,25725
3,5,38,Female,Control,2,H,25725
3,5,39,Male,Control,2,H,25725
3,5,40,Male,RNAi,1.142857143,H,25725
3,5,41,Female,RNAi,2,H,25725
3,5,42,Male,RNAi,1.714285714,H,25725
3,5,43,Female,Control,3.142857143,H,25725
3,5,44,Male,Control,1.714285714,H,25725
3,5,45,Male,RNAi,2,H,25725
3,5,46,Male,Control,1.428571429,H,25725
3,5,47,Female,Control,2.571428571,H,25725
3,5,48,Female,RNAi,2,H,25725
1,1,1,Female,RNAi,2.571428571,I,109827
1,1,2,Male,Control,0.571428571,I,109827
1,1,3,Female,Control,1.428571429,I,109827
1,1,4,Male,RNAi,2.857142857,I,109827
1,1,5,Male,RNAi,1.142857143,I,109827
1,1,6,Female,RNAi,2,I,109827
1,1,7,Female,Control,0.571428571,I,109827
1,1,8,Male,Control,1.142857143,I,109827
1,1,9,Female,RNAi,2,I,109827
1,1,10,Male,RNAi,0.857142857,I,109827
1,1,11,Female,Control,1.142857143,I,109827
1,1,12,Male,Control,0.857142857,I,109827
1,1,13,Male,RNAi,1.142857143,I,109827
1,1,14,Male,Control,0.857142857,I,109827
1,1,15,Female,Control,3.142857143,I,109827
1,1,16,Female,RNAi,0.285714286,I,109827
1,1,17,Female,RNAi,2.571428571,I,109827
1,1,18,Female,Control,4.571428571,I,109827
1,1,19,Male,RNAi,1.142857143,I,109827
1,1,20,Male,Control,0.857142857,I,109827
1,1,21,Female,RNAi,2.571428571,I,109827
1,1,22,Male,RNAi,2.857142857,I,109827
1,1,23,Male,Control,0.857142857,I,109827
1,1,24,Female,Control,1.428571429,I,109827
1,1,25,Male,RNAi,4.285714286,I,109827
1,1,26,Female,Control,2.571428571,I,109827
1,1,27,Female,RNAi,1.714285714,I,109827
1,1,28,Male,Control,0.571428571,I,109827
1,1,29,Female,Control,1.714285714,I,109827
1,1,30,Female,RNAi,2.571428571,I,109827
1,1,31,Male,Control,0.857142857,I,109827
1,1,32,Male,RNAi,1.714285714,I,109827
1,1,33,Female,RNAi,2.571428571,I,109827
1,1,34,Male,Control,2,I,109827
1,1,35,Female,Control,2,I,109827
1,1,36,Male,RNAi,0.571428571,I,109827
1,1,37,Female,RNAi,1.714285714,I,109827
1,1,38,Male,RNAi,1.142857143,I,109827
1,1,39,Female,Control,2,I,109827
1,1,40,Male,Control,1.428571429,I,109827
1,1,41,Female,RNAi,2.285714286,I,109827
1,1,42,Male,RNAi,1.142857143,I,109827
1,1,43,Male,Control,1.714285714,I,109827
1,1,44,Female,Control,3.142857143,I,109827
1,1,45,Female,RNAi,1.714285714,I,109827
1,1,46,Male,Control,0.571428571,I,109827
1,1,47,Female,Control,1.428571429,I,109827
1,1,48,Male,RNAi,1.142857143,I,109827
1,2,1,Female,RNAi,2.571428571,I,109827
1,2,2,Male,Control,1.714285714,I,109827
1,2,3,Female,Control,2.285714286,I,109827
1,2,4,Male,RNAi,0.571428571,I,109827
1,2,5,Male,RNAi,0.571428571,I,109827
1,2,6,Female,RNAi,2.285714286,I,109827
1,2,7,Female,Control,1.428571429,I,109827
1,2,8,Male,Control,0.571428571,I,109827
1,2,9,Female,RNAi,2.571428571,I,109827
1,2,10,Male,RNAi,1.714285714,I,109827
1,2,11,Female,Control,2.571428571,I,109827
1,2,12,Male,Control,2.857142857,I,109827
1,2,13,Male,RNAi,1.428571429,I,109827
1,2,14,Male,Control,0.571428571,I,109827
1,2,15,Female,Control,3.714285714,I,109827
1,2,16,Female,RNAi,0.571428571,I,109827
1,2,17,Female,RNAi,2,I,109827
1,2,18,Female,Control,4.571428571,I,109827
1,2,19,Male,RNAi,2,I,109827
1,2,20,Male,Control,1.428571429,I,109827
1,2,21,Female,RNAi,2.571428571,I,109827
1,2,22,Male,RNAi,2,I,109827
1,2,23,Male,Control,1.142857143,I,109827
1,2,24,Female,Control,4.285714286,I,109827
1,2,25,Male,RNAi,1.714285714,I,109827
1,2,26,Female,Control,4.571428571,I,109827
1,2,27,Female,RNAi,1.714285714,I,109827
1,2,28,Male,Control,1.428571429,I,109827
1,2,29,Female,Control,1.428571429,I,109827
1,2,30,Female,RNAi,2.571428571,I,109827
1,2,31,Male,Control,0.857142857,I,109827
1,2,32,Male,RNAi,2,I,109827
1,2,33,Female,RNAi,3.142857143,I,109827
1,2,34,Male,Control,1.714285714,I,109827
1,2,35,Female,Control,2,I,109827
1,2,36,Male,RNAi,0.285714286,I,109827
1,2,37,Female,RNAi,2.571428571,I,109827
1,2,38,Male,RNAi,1.142857143,I,109827
1,2,39,Female,Control,4.571428571,I,109827
1,2,40,Male,Control,0.571428571,I,109827
1,2,41,Female,RNAi,3.142857143,I,109827
1,2,42,Male,RNAi,0.857142857,I,109827
1,2,43,Male,Control,0.571428571,I,109827
1,2,44,Female,Control,2.857142857,I,109827
1,2,45,Female,RNAi,2.571428571,I,109827
1,2,46,Male,Control,0.571428571,I,109827
1,2,47,Female,Control,1.714285714,I,109827
1,2,48,Male,RNAi,0.857142857,I,109827
1,3,1,Female,RNAi,2,I,109827
1,3,2,Male,Control,1.142857143,I,109827
1,3,3,Female,Control,1.714285714,I,109827
1,3,4,Male,RNAi,1.142857143,I,109827
1,3,5,Male,RNAi,0,I,109827
1,3,6,Female,RNAi,2.285714286,I,109827
1,3,7,Female,Control,2.285714286,I,109827
1,3,8,Male,Control,0.857142857,I,109827
1,3,9,Female,RNAi,2.571428571,I,109827
1,3,10,Male,RNAi,1.142857143,I,109827
1,3,11,Female,Control,2.571428571,I,109827
1,3,12,Male,Control,0.571428571,I,109827
1,3,13,Male,RNAi,0.857142857,I,109827
1,3,14,Male,Control,0.285714286,I,109827
1,3,15,Female,Control,4.571428571,I,109827
1,3,16,Female,RNAi,1.428571429,I,109827
1,3,17,Female,RNAi,4.571428571,I,109827
1,3,18,Female,Control,2.571428571,I,109827
1,3,19,Male,RNAi,2.285714286,I,109827
1,3,20,Male,Control,1.142857143,I,109827
1,3,21,Female,RNAi,3.428571429,I,109827
1,3,22,Male,RNAi,2,I,109827
1,3,23,Male,Control,0.285714286,I,109827
1,3,24,Female,Control,8,I,109827
1,3,25,Male,RNAi,0.857142857,I,109827
1,3,26,Female,Control,8,I,109827
1,3,27,Female,RNAi,2,I,109827
1,3,28,Male,Control,1.428571429,I,109827
1,3,29,Female,Control,2,I,109827
1,3,30,Female,RNAi,2.571428571,I,109827
1,3,31,Male,Control,0.285714286,I,109827
1,3,32,Male,RNAi,1.428571429,I,109827
1,3,33,Female,RNAi,3.714285714,I,109827
1,3,34,Male,Control,0.571428571,I,109827
1,3,35,Female,Control,2,I,109827
1,3,36,Male,RNAi,0.571428571,I,109827
1,3,37,Female,RNAi,2.571428571,I,109827
1,3,38,Male,RNAi,1.714285714,I,109827
1,3,39,Female,Control,4.571428571,I,109827
1,3,40,Male,Control,0.857142857,I,109827
1,3,41,Female,RNAi,3.142857143,I,109827
1,3,42,Male,RNAi,1.714285714,I,109827
1,3,43,Male,Control,2,I,109827
1,3,44,Female,Control,3.142857143,I,109827
1,3,45,Female,RNAi,2,I,109827
1,3,46,Male,Control,0.571428571,I,109827
1,3,47,Female,Control,3.428571429,I,109827
1,3,48,Male,RNAi,0.571428571,I,109827
1,4,1,Female,RNAi,2.571428571,I,109827
1,4,2,Male,Control,1.142857143,I,109827
1,4,3,Female,Control,1.142857143,I,109827
1,4,4,Male,RNAi,0.571428571,I,109827
1,4,5,Male,RNAi,0,I,109827
1,4,6,Female,RNAi,2,I,109827
1,4,7,Female,Control,1.428571429,I,109827
1,4,8,Male,Control,2.571428571,I,109827
1,4,9,Female,RNAi,2.571428571,I,109827
1,4,10,Male,RNAi,2,I,109827
1,4,11,Female,Control,3.714285714,I,109827
1,4,12,Male,Control,1.142857143,I,109827
1,4,13,Male,RNAi,1.142857143,I,109827
1,4,14,Male,Control,0.571428571,I,109827
1,4,15,Female,Control,2.857142857,I,109827
1,4,16,Female,RNAi,2.571428571,I,109827
1,4,17,Female,RNAi,3.714285714,I,109827
1,4,18,Female,Control,3.714285714,I,109827
1,4,19,Male,RNAi,2.571428571,I,109827
1,4,20,Male,Control,3.142857143,I,109827
1,4,21,Female,RNAi,3.428571429,I,109827
1,4,22,Male,RNAi,1.428571429,I,109827
1,4,23,Male,Control,0.571428571,I,109827
1,4,24,Female,Control,6,I,109827
1,4,25,Male,RNAi,1.142857143,I,109827
1,4,26,Female,Control,6,I,109827
1,4,27,Female,RNAi,2.857142857,I,109827
1,4,28,Male,Control,0.857142857,I,109827
1,4,29,Female,Control,2.571428571,I,109827
1,4,30,Female,RNAi,2.285714286,I,109827
1,4,31,Male,Control,0.571428571,I,109827
1,4,32,Male,RNAi,0.857142857,I,109827
1,4,33,Female,RNAi,1.428571429,I,109827
1,4,34,Male,Control,0.571428571,I,109827
1,4,35,Female,Control,2.571428571,I,109827
1,4,36,Male,RNAi,0.571428571,I,109827
1,4,37,Female,RNAi,2,I,109827
1,4,38,Male,RNAi,0.857142857,I,109827
1,4,39,Female,Control,2,I,109827
1,4,40,Male,Control,0.857142857,I,109827
1,4,41,Female,RNAi,2,I,109827
1,4,42,Male,RNAi,0.857142857,I,109827
1,4,43,Male,Control,0.571428571,I,109827
1,4,44,Female,Control,4.571428571,I,109827
1,4,45,Female,RNAi,3.714285714,I,109827
1,4,46,Male,Control,0.857142857,I,109827
1,4,47,Female,Control,3.428571429,I,109827
1,4,48,Male,RNAi,0,I,109827
1,5,1,Female,RNAi,3.714285714,I,109827
1,5,2,Male,Control,3.142857143,I,109827
1,5,3,Female,Control,2.571428571,I,109827
1,5,4,Male,RNAi,0.857142857,I,109827
1,5,5,Male,RNAi,0,I,109827
1,5,6,Female,RNAi,2.571428571,I,109827
1,5,7,Female,Control,2,I,109827
1,5,8,Male,Control,0.571428571,I,109827
1,5,9,Female,RNAi,2.571428571,I,109827
1,5,10,Male,RNAi,2,I,109827
1,5,11,Female,Control,3.714285714,I,109827
1,5,12,Male,Control,0.857142857,I,109827
1,5,13,Male,RNAi,1.142857143,I,109827
1,5,14,Male,Control,0.857142857,I,109827
1,5,15,Female,Control,2,I,109827
1,5,16,Female,RNAi,2.571428571,I,109827
1,5,17,Female,RNAi,2.571428571,I,109827
1,5,18,Female,Control,3.714285714,I,109827
1,5,19,Male,RNAi,3.142857143,I,109827
1,5,20,Male,Control,0.571428571,I,109827
1,5,21,Female,RNAi,3.428571429,I,109827
1,5,22,Male,RNAi,0.857142857,I,109827
1,5,23,Male,Control,1.714285714,I,109827
1,5,24,Female,Control,6,I,109827
1,5,25,Male,RNAi,1.142857143,I,109827
1,5,26,Female,Control,4.285714286,I,109827
1,5,27,Female,RNAi,4.285714286,I,109827
1,5,28,Male,Control,2.857142857,I,109827
1,5,29,Female,Control,2,I,109827
1,5,30,Female,RNAi,2.285714286,I,109827
1,5,31,Male,Control,0.285714286,I,109827
1,5,32,Male,RNAi,0.857142857,I,109827
1,5,33,Female,RNAi,2.571428571,I,109827
1,5,34,Male,Control,0.571428571,I,109827
1,5,35,Female,Control,3.714285714,I,109827
1,5,36,Male,RNAi,0.571428571,I,109827
1,5,37,Female,RNAi,2,I,109827
1,5,38,Male,RNAi,1.428571429,I,109827
1,5,39,Female,Control,3.142857143,I,109827
1,5,40,Male,Control,1.428571429,I,109827
1,5,41,Female,RNAi,2,I,109827
1,5,42,Male,RNAi,0.571428571,I,109827
1,5,43,Male,Control,0.285714286,I,109827
1,5,44,Female,Control,4.571428571,I,109827
1,5,45,Female,RNAi,2,I,109827
1,5,46,Male,Control,2,I,109827
1,5,47,Female,Control,3.714285714,I,109827
1,5,48,Male,RNAi,0,I,109827
2,1,1,Male,Control,0.285714286,I,109827
2,1,2,Female,Control,2.571428571,I,109827
2,1,3,Female,RNAi,1.428571429,I,109827
2,1,4,Male,RNAi,1.428571429,I,109827
2,1,5,Male,RNAi,0.571428571,I,109827
2,1,6,Female,Control,1.142857143,I,109827
2,1,7,Male,Control,2,I,109827
2,1,8,Female,RNAi,1.142857143,I,109827
2,1,9,Female,RNAi,3.142857143,I,109827
2,1,10,Male,Control,0.571428571,I,109827
2,1,11,Female,Control,0.571428571,I,109827
2,1,12,Male,RNAi,1.142857143,I,109827
2,1,13,Female,RNAi,1.142857143,I,109827
2,1,14,Male,RNAi,0.857142857,I,109827
2,1,15,Female,Control,2,I,109827
2,1,16,Male,Control,2,I,109827
2,1,17,Male,RNAi,2.571428571,I,109827
2,1,18,Female,RNAi,2,I,109827
2,1,19,Female,Control,0.857142857,I,109827
2,1,20,Male,Control,2,I,109827
2,1,21,Female,RNAi,3.714285714,I,109827
2,1,22,Female,Control,1.142857143,I,109827
2,1,23,Male,Control,1.142857143,I,109827
2,1,24,Male,RNAi,0.571428571,I,109827
2,1,25,Female,RNAi,2,I,109827
2,1,26,Male,RNAi,1.142857143,I,109827
2,1,27,Male,Control,2,I,109827
2,1,28,Female,Control,1.714285714,I,109827
2,1,29,Male,RNAi,0.285714286,I,109827
2,1,30,Female,RNAi,2,I,109827
2,1,31,Female,Control,1.428571429,I,109827
2,1,32,Male,Control,0.571428571,I,109827
2,1,33,Male,RNAi,0.571428571,I,109827
2,1,34,Male,Control,0.571428571,I,109827
2,1,35,Female,Control,1.714285714,I,109827
2,1,36,Female,RNAi,3.714285714,I,109827
2,1,37,Female,RNAi,2.285714286,I,109827
2,1,38,Male,RNAi,1.428571429,I,109827
2,1,39,Female,Control,6,I,109827
2,1,40,Male,Control,3.142857143,I,109827
2,1,41,Female,RNAi,3.428571429,I,109827
2,1,42,Male,Control,2,I,109827
2,1,43,Male,RNAi,0.857142857,I,109827
2,1,44,Female,Control,0.571428571,I,109827
2,1,45,Male,Control,2.571428571,I,109827
2,1,46,Female,Control,2,I,109827
2,1,47,Female,RNAi,2.857142857,I,109827
2,1,48,Male,RNAi,1.428571429,I,109827
2,2,1,Male,Control,0.857142857,I,109827
2,2,2,Female,Control,1.142857143,I,109827
2,2,3,Female,RNAi,1.714285714,I,109827
2,2,4,Male,RNAi,1.428571429,I,109827
2,2,5,Male,RNAi,1.428571429,I,109827
2,2,6,Female,Control,2.571428571,I,109827
2,2,7,Male,Control,1.142857143,I,109827
2,2,8,Female,RNAi,3.142857143,I,109827
2,2,9,Female,RNAi,1.714285714,I,109827
2,2,10,Male,Control,0.285714286,I,109827
2,2,11,Female,Control,0.857142857,I,109827
2,2,12,Male,RNAi,0.285714286,I,109827
2,2,13,Female,RNAi,2,I,109827
2,2,14,Male,RNAi,0.571428571,I,109827
2,2,15,Female,Control,0.857142857,I,109827
2,2,16,Male,Control,1.714285714,I,109827
2,2,17,Male,RNAi,1.142857143,I,109827
2,2,18,Female,RNAi,2,I,109827
2,2,19,Female,Control,1.428571429,I,109827
2,2,20,Male,Control,1.142857143,I,109827
2,2,21,Female,RNAi,2,I,109827
2,2,22,Female,Control,1.714285714,I,109827
2,2,23,Male,Control,0.857142857,I,109827
2,2,24,Male,RNAi,1.142857143,I,109827
2,2,25,Female,RNAi,2,I,109827
2,2,26,Male,RNAi,1.714285714,I,109827
2,2,27,Male,Control,0.857142857,I,109827
2,2,28,Female,Control,1.714285714,I,109827
2,2,29,Male,RNAi,1.428571429,I,109827
2,2,30,Female,RNAi,1.428571429,I,109827
2,2,31,Female,Control,2.285714286,I,109827
2,2,32,Male,Control,0.285714286,I,109827
2,2,33,Male,RNAi,0.571428571,I,109827
2,2,34,Male,Control,1.714285714,I,109827
2,2,35,Female,Control,0.857142857,I,109827
2,2,36,Female,RNAi,2.571428571,I,109827
2,2,37,Female,RNAi,2.571428571,I,109827
2,2,38,Male,RNAi,0.857142857,I,109827
2,2,39,Female,Control,4.285714286,I,109827
2,2,40,Male,Control,2.571428571,I,109827
2,2,41,Female,RNAi,1.714285714,I,109827
2,2,42,Male,Control,0.857142857,I,109827
2,2,43,Male,RNAi,1.142857143,I,109827
2,2,44,Female,Control,0.571428571,I,109827
2,2,45,Male,Control,3.714285714,I,109827
2,2,46,Female,Control,4.571428571,I,109827
2,2,47,Female,RNAi,3.142857143,I,109827
2,2,48,Male,RNAi,1.428571429,I,109827
2,3,1,Male,Control,0.285714286,I,109827
2,3,2,Female,Control,2,I,109827
2,3,3,Female,RNAi,2,I,109827
2,3,4,Male,RNAi,0.571428571,I,109827
2,3,5,Male,RNAi,1.142857143,I,109827
2,3,6,Female,Control,2.571428571,I,109827
2,3,7,Male,Control,1.714285714,I,109827
2,3,8,Female,RNAi,2,I,109827
2,3,9,Female,RNAi,3.142857143,I,109827
2,3,10,Male,Control,4.285714286,I,109827
2,3,11,Female,Control,2.571428571,I,109827
2,3,12,Male,RNAi,1.428571429,I,109827
2,3,13,Female,RNAi,2.571428571,I,109827
2,3,14,Male,RNAi,1.714285714,I,109827
2,3,15,Female,Control,2.857142857,I,109827
2,3,16,Male,Control,0.571428571,I,109827
2,3,17,Male,RNAi,2,I,109827
2,3,18,Female,RNAi,2.571428571,I,109827
2,3,19,Female,Control,1.428571429,I,109827
2,3,20,Male,Control,1.142857143,I,109827
2,3,21,Female,RNAi,2.571428571,I,109827
2,3,22,Female,Control,2.857142857,I,109827
2,3,23,Male,Control,0.285714286,I,109827
2,3,24,Male,RNAi,0.571428571,I,109827
2,3,25,Female,RNAi,2,I,109827
2,3,26,Male,RNAi,0.571428571,I,109827
2,3,27,Male,Control,0.285714286,I,109827
2,3,28,Female,Control,1.142857143,I,109827
2,3,29,Male,RNAi,0.571428571,I,109827
2,3,30,Female,RNAi,1.428571429,I,109827
2,3,31,Female,Control,1.714285714,I,109827
2,3,32,Male,Control,0.857142857,I,109827
2,3,33,Male,RNAi,0.285714286,I,109827
2,3,34,Male,Control,0.857142857,I,109827
2,3,35,Female,Control,0.857142857,I,109827
2,3,36,Female,RNAi,3.714285714,I,109827
2,3,37,Female,RNAi,2,I,109827
2,3,38,Male,RNAi,0.857142857,I,109827
2,3,39,Female,Control,3.142857143,I,109827
2,3,40,Male,Control,1.428571429,I,109827
2,3,41,Female,RNAi,3.142857143,I,109827
2,3,42,Male,Control,0.571428571,I,109827
2,3,43,Male,RNAi,1.714285714,I,109827
2,3,44,Female,Control,0.571428571,I,109827
2,3,45,Male,Control,1.428571429,I,109827
